module,area,note_index,tag,strref,name,rule,confidence,old_world_x,old_world_y,new_world_x,new_world_y,old_px,old_py,new_px,new_py,move_px,drawn_before,drawn_after,roundtrip_ok,room,review,review_reason,reason
tat_m18ab,m18ab,50,SW_MAPNOTE001,41151,To the Eastern Dune Sea,transition,high,311.330688,321.569153,321.368689,323.445658,294,29,301,28,7.1,True,True,True,m18ab_01a,False,,"names trigger AreaTransition -> tat_m18ac (To the Eastern Dune Sea), name match 1.00; centred on its drawn transition line (5 px long) and set 4 px clear of it; pulled 1 px onto walkable floor of m18ab_01a"
tat_m18ab,m18ab,51,SW_MAPNOTE001,41155,Sand People Enclave,transition,high,156.112259,22.829796,158.721741,32.580436,190,224,192,218,6.3,True,True,True,m18ab_04a,False,,"names door TatooineDoor3 -> tat_m20aa (Sand People Enclave), name match 1.00; centred on its drawn transition line (8 px long) and set 4 px clear of it"
tat_m18ac,m18ac,0,tat18_wp_starmap,40066,Star Map,clamp_to_map,low,378.091309,341.106689,311.714809,265.728283,431,-31,357,46,106.8,False,True,True,m18ac_04a,True,the walkable-floor gate moved it 86 px; moves 107 px from the vanilla position; vanilla position is off the map image; no exact answer exists,"world position is outside this area's map image, so the engine never draws it; clamped to the nearest map edge; pulled 86 px onto walkable floor of m18ac_04a"
tat_m18ac,m18ac,81,SW_MAPNOTE001,41150,To the Sand People Territory,below_threshold,n/a,118.370651,125.188660,,,141,192,,,2.2,True,True,,m18ac_01a,,,"names trigger AreaTransition -> tat_m18ab (To the Sand People Territory), name match 1.00; centred on its drawn diagonal transition line (5 px long) and set 4 px clear of it"
tat_m18ac,m18ac,82,SW_MAPNOTE001,41009,To the Dune Sea,below_threshold,n/a,88.731461,236.914398,,,108,76,,,2.8,True,True,,m18ac_01a,,,"names trigger AreaTransition -> tat_m18aa (To the Dune Sea), name match 1.00; centred on its drawn diagonal transition line (4 px long) and set 4 px clear of it"
tat_m18ac,m18ac,83,SW_MAPNOTE001,41239,Krayt Dragon Cave,none,n/a,315.470825,297.761292,,,361,13,,,0.0,True,True,,m18ac_04a,,,"on floor of m18ac_04a, but 2 notes share that room"
tat_m20aa,m20aa,15,SW_MAPNOTE001,33461,Exit,below_threshold,n/a,-28.258570,66.447174,,,68,126,,,1.4,True,True,,M20aa_00a,,,"the only exit nearby is door TatooineDoor3 -> tat_m18ab (Tatooine - Sand People Territory), 8 px away; matched on position, not name; offset from its drawn transition line (25 px long) and set 4 px clear of it"
tat_m20aa,m20aa,16,SW_MAPNOTE001,41258,Chieftain's Room,none,n/a,13.040528,63.859520,,,261,138,,,0.0,True,True,,M20aa_01,,,"on floor of M20aa_01, too large to centre in (198 px across)"
tat_m20aa,m20aa,17,SW_MAPNOTE001,41259,Captives,none,n/a,34.232578,66.601463,,,359,125,,,0.0,True,True,,M20aa_00d,,,"on floor of M20aa_00d, too large to centre in (151 px across)"
unk_m41aa,m41aa,21,ebonhawk,33404,Ebon Hawk,transition,high,86.218979,140.527634,92.639999,143.800001,244,147,252,143,8.9,True,True,True,M41aa_01a,False,,"names trigger AreaTransition -> ? (Ebon Hawk), name match 1.00; centred on its drawn diagonal transition line (5 px long) and set 4 px clear of it"
unk_m41aa,m41aa,22,northbeach,41306,To North Beach,below_threshold,n/a,146.701294,239.603958,,,316,37,,,2.2,True,True,,M41aa_02a,,,"names trigger unk41_goto41ac -> unk_m41ac (Unknown World - North Beach), name match 1.00; centred on its drawn diagonal transition line (10 px long) and set 4 px clear of it"
unk_m41aa,m41aa,23,temple,41326,To Temple,transition,high,161.528320,126.160637,169.534995,133.000002,334,163,343,155,12.0,True,True,True,M41aa_02b,True,"lands in room M41aa_02c, vanilla was in M41aa_02b","names trigger unk41_goto41ada -> unk_m41ad (Unknown World - Temple Exterior), name match 1.00; centred on its drawn diagonal transition line (10 px long) and set 4 px clear of it"
unk_m41ab,m41ab,2,centralbeach,41337,To Central Beach,transition,medium,186.382080,136.539368,185.402406,138.842461,321,131,320,128,3.2,True,True,True,M41ab_05a,False,,"the only exit nearby is trigger unk41_goto41aarc -> unk_m41ad (Unknown World - Temple Exterior), 2 px away; matched on position, not name; centred on its drawn transition line (15 px long) and set 4 px clear of it"
unk_m41ab,m41ab,3,redrakatan,46873,Red Settlement,below_threshold,n/a,51.400818,99.370636,,,126,182,,,1.4,True,True,,M41ab_06a,,,"names door RakataDoor2 -> unk_m42aa (Unknown World - Elder Settlement), name match 0.50; centred on its drawn diagonal transition line (11 px long) and set 4 px clear of it"
unk_m41ac,m41ac,18,centralbeach,41337,To Central Beach,below_threshold,n/a,160.280045,96.263580,,,192,195,,,2.2,True,True,,M41ac_09c,,,"names trigger unk41_goto41aabr -> unk_m41aa (Unknown World - Central Beach), name match 1.00; centred on its drawn transition line (12 px long) and set 4 px clear of it"
unk_m41ac,m41ac,19,blackrakata,41362,To Rakatan Settlement,transition,high,195.280060,198.238525,198.402703,199.592942,235,76,239,74,4.5,True,True,True,M41ac_08a,False,,"names door unk41_blkdoor -> unk_m43aa (Unknown World - Rakatan Settlement), name match 1.00; centred on its drawn diagonal transition line (7 px long) and set 4 px clear of it"
unk_m41ad,m41ad,8,centralbeach,41337,To Central Beach,transition,high,162.591034,129.705475,158.678128,124.078829,141,98,136,105,8.6,True,True,True,M41ad_03h,False,,"names trigger unk41_goto41aad -> unk_m41aa (Unknown World - Central Beach), name match 1.00; centred on its drawn diagonal transition line (14 px long) and set 4 px clear of it"
unk_m41ad,m41ad,9,southbeach,41714,To South Beach,below_threshold,n/a,191.940567,61.631821,,,182,184,,,2.2,True,True,,M41ad_03e,,,"names trigger unk41_goto41abd -> unk_m41ab (Unknown World - South Beach), name match 1.00; centred on its drawn diagonal transition line (10 px long) and set 4 px clear of it"
unk_m41ad,m41ad,10,temple,41715,Temple Entrance,transition,medium,256.035645,131.157242,264.292371,131.809882,270,96,281,95,11.0,True,True,True,M41ad_03a,False,,"names trigger AreaTransition -> unk_m44aa (Unknown World - Temple Interior), name match 0.50"
unk_m42aa,m42aa,20,southbeach,41714,To South Beach,transition,high,52.690628,28.056740,53.277632,24.942859,223,16,222,12,4.1,True,True,True,m42aa_01a,False,,"names door RakataDoor2 -> unk_m41ab (Unknown World - South Beach), name match 1.00; centred on its drawn transition line (4 px long) and set 4 px clear of it"
unk_m42aa,m42aa,21,dataarchives,41733,Data Archives,door_room,medium,52.547844,167.953781,52.511367,175.559137,223,219,223,230,11.0,True,True,True,m42aa_08a,True,green-door rule: moved into the room through the door,"marks a drawn green door line (8 px long); centred in the room it opens into, m42aa_08a (54 px across, vs m42aa_07a on the other side)"
unk_m43aa,m43aa,22,theone,41756,Arena of the One,none,n/a,33.567261,136.646454,,,76,62,,,0.0,True,True,,m43aa_08a,,,"on floor of m43aa_08a, too large to centre in (130 px across)"
unk_m43aa,m43aa,23,northbeach,41306,To North Beach,transition,high,202.341721,25.455208,201.799638,21.466670,357,229,356,235,6.1,True,True,True,m43aa_01a,False,,"names door RakataDoor2 -> unk_m41ac (Unknown World - North Beach), name match 1.00; centred on its drawn transition line (7 px long) and set 4 px clear of it"
unk_m44aa,m44aa,47,templeexit,41779,Temple Exit,below_threshold,n/a,95.429726,38.401794,,,161,132,,,2.2,True,True,,M44aa_w02,,,"names door unk44_exitdoor -> unk_m41ad (Unknown World - Temple Exterior), name match 0.50; centred on its drawn transition line (10 px long) and set 4 px clear of it"
unk_m44aa,m44aa,48,summit,41777,To Summit,below_threshold,n/a,101.125916,77.757545,,,245,143,,,1.4,True,True,,m44aa_24a,,,"names door unk44_basedoor -> unk_m44ac (Unknown World - Temple Summit), name match 1.00; centred on its drawn transition line (4 px long) and set 4 px clear of it"
unk_m44aa,m44aa,49,catacomb,41770,To Catacombs,transition,high,89.701599,65.944038,89.349750,64.033335,220,121,216,120,4.1,True,True,True,m44aa_23a,False,,"names door unk44_basedoor -> unk_m44ab (Unknown World - Temple Catacombs), name match 1.00; centred on its drawn transition line (8 px long) and set 4 px clear of it"
unk_m44aa,m44aa,50,prodroid,41772,Prototype Droid Command Terminal,none,n/a,116.096855,82.951256,,,257,173,,,0.0,True,True,,m44aa_09a,,,"on floor of m44aa_09a, but 2 notes share that room"
unk_m44aa,m44aa,51,seccomp1,41774,Security Computer,none,n/a,135.891983,53.436172,,,193,212,,,0.0,True,True,,m44aa_03a,,,"on floor of m44aa_03a, but 2 notes share that room"
unk_m44aa,m44aa,52,seccomp2,41774,Security Computer,room_centre,medium,65.290939,84.116798,60.174145,84.649525,259,72,260,62,10.0,True,True,True,m44aa_15a,False,,"sole note in room m44aa_15a (35 px across), only note in it"
unk_m44aa,m44aa,54,sc,47830,South Security Computer,none,n/a,131.936554,49.967148,,,186,204,,,0.0,True,True,,m44aa_03a,,,"on floor of m44aa_03a, but 2 notes share that room"
unk_m44aa,m44aa,55,pt,47828,Prototype Droid Command Room,door_room,low,118.990395,85.984512,130.185865,84.704053,263,179,260,201,22.2,True,True,True,m44aa_06a,True,"green-door rule: moved into the room through the door; the door joins two rooms of similar size (m44aa_06a 110, m44aa_09a 120): which one the note names cannot be derived","marks a drawn green door line (10 px long); centred in the room it opens into, m44aa_06a (36 px across, vs m44aa_09a on the other side)"
unk_m44aa,m44aa,56,ar,40113,Armory,below_threshold,n/a,74.997108,50.475174,,,187,92,,,2.8,True,True,,m44aa_25a,,,"sole note in room m44aa_25a (35 px across), only note in it"
unk_m44aa,m44aa,57,nco,47824,North Corridor,room_centre,medium,48.280334,73.378136,48.678597,84.638426,236,39,260,39,24.0,True,True,True,M44aa_w07,False,,"sole note in room M44aa_w07 (71 px across), only note in it"
unk_m44aa,m44aa,58,sco,47831,South Corridor,room_centre,medium,142.663895,73.750610,142.345572,85.069776,237,226,261,225,24.0,True,True,True,M44aa_w15,False,,"sole note in room M44aa_w15 (71 px across), only note in it"
unk_m44aa,m44aa,59,eg,47819,East Guard Post,below_threshold,n/a,96.223770,93.322044,,,279,134,,,2.0,True,True,,m44aa_22a,,,"sole note in room m44aa_22a (39 px across), only note in it"
unk_m44aa,m44aa,60,wg,47835,West Guard Post,none,n/a,95.252647,50.943737,,,188,132,,,0.0,True,True,,m44aa_02a,,,"on floor of m44aa_02a, but 2 notes share that room"
unk_m44aa,m44aa,73,MassiveDoor,41759,Massive Door,object,high,95.773605,46.080452,95.390503,44.977001,178,133,175,132,3.2,True,True,True,m44aa_02a,True,"lands in room M44aa_w02, vanilla was in m44aa_02a","names the door 'Massive Door' (Door List), 3 px away, name match 1.00"
unk_m44ab,m44ab,5,main,41800,To Main Level,transition,medium,58.272949,53.144238,58.703946,52.153335,355,163,360,161,5.4,True,True,True,m44ab_26a,False,,"the only exit nearby is door RakataDoor4 -> unk_m44aa (Unknown World - Temple Interior), 3 px away; matched on position, not name; centred on its drawn transition line (19 px long) and set 4 px clear of it"
unk_m44ab,m44ab,6,comp,41796,Ancient Computer,none,n/a,73.250481,107.685417,,,100,89,,,0.0,True,True,,m44ab_30a,,,"on floor of m44ab_30a, too large to centre in (162 px across)"
unk_m44ac,m44ac,10,main,41800,To Main Level,below_threshold,n/a,58.160824,54.108810,,,377,87,,,1.4,True,True,,m44ac_01a,,,"the only exit nearby is door unk44_tpllckdoor -> unk_m44aa (Unknown World - Temple Interior), 4 px away; matched on position, not name; centred on its drawn transition line (12 px long) and set 4 px clear of it"
unk_m44ac,m44ac,11,comp,41796,Ancient Computer,none,n/a,125.416153,62.076088,,,172,111,,,0.0,True,True,,m44ac_01a,,,"on floor of m44ac_01a, but 2 notes share that room"
